"analysis_id","n_persons","person_days","n_events","incidence_start_date","incidence_end_date","person_years","incidence_100000_pys","incidence_100000_pys_95CI_lower","incidence_100000_pys_95CI_upper","cohort_obscured","result_obscured","outcome_cohort_id","outcome_cohort_name","analysis_outcome_washout","analysis_repeated_events","analysis_interval","analysis_complete_database_intervals","denominator_cohort_id","analysis_min_cell_count","denominator_age_group","denominator_sex","denominator_days_prior_history","denominator_start_date","denominator_end_date","denominator_strata_cohort_definition_id","denominator_strata_cohort_name","database_name"
2,892387,289090278,NA,2017-01-01,2017-12-31,791486.045174538,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,4,5,"0;19","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
2,811486,269202602,NA,2018-01-01,2018-12-31,737036.55578371,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,4,5,"0;19","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
2,768446,253618779,NA,2019-01-01,2019-12-31,694370.373716632,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,4,5,"0;19","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
4,455681,147762440,NA,2017-01-01,2017-12-31,404551.51266256,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
4,414551,137662181,NA,2018-01-01,2018-12-31,376898.510609172,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
4,392550,129805549,NA,2019-01-01,2019-12-31,355388.224503765,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
6,126357,40221077,399,2017-01-01,2017-12-31,110119.307323751,362.334280606161,327.649478993632,399.691642767576,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
6,116347,37980578,404,2018-01-01,2018-12-31,103985.155373032,388.516994133159,351.550897394317,428.313019054894,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
6,112450,36595864,350,2019-01-01,2019-12-31,100194.015058179,349.32226220974,313.679989635212,387.905104492314,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
8,1996613,657185138,23,2017-01-01,2017-12-31,1799274.84736482,1.27829275408842,0.810327952863805,1.91806676702993,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,2,5,"0;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
8,1835067,618609688,14,2018-01-01,2018-12-31,1693661.02121834,0.826611690568933,0.451916303227827,1.38691395902459,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,2,5,"0;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
8,1758064,588757391,16,2019-01-01,2019-12-31,1611929.88637919,0.99259900416265,0.567356094760697,1.61191859628122,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,2,5,"0;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
10,208573,66518614,404,2017-01-01,2017-12-31,182118.039698836,221.834147055439,200.727367522343,244.556749613422,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,16,5,"80;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
10,193499,63309438,406,2018-01-01,2018-12-31,173331.794661191,234.232848505147,211.999959895489,258.16339840712,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,16,5,"80;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
10,188126,61335590,351,2019-01-01,2019-12-31,167927.693360712,209.018532307262,187.721401001508,232.070110027882,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,16,5,"80;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
12,388151,130620911,1317,2017-01-01,2017-12-31,357620.563997262,368.267413170928,348.644318044915,388.70735253432,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,15,5,"60;79","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
12,362557,125137236,1248,2018-01-01,2018-12-31,342607.080082136,364.265677084317,344.333874283233,385.05033249698,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,15,5,"60;79","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
12,354185,121243099,1213,2019-01-01,2019-12-31,331945.514031485,365.421416686157,345.144027028795,386.579169946897,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,15,5,"60;79","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
14,436706,141327838,NA,2017-01-01,2017-12-31,386934.532511978,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,6,5,"0;19","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
14,396935,131540421,NA,2018-01-01,2018-12-31,360138.045174538,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,6,5,"0;19","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
14,375896,123813230,NA,2019-01-01,2019-12-31,338982.149212868,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,6,5,"0;19","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
16,547623,183503810,1171,2017-01-01,2017-12-31,502406.05065024,233.078403113265,219.918209720521,246.82036167629,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,12,5,"40;59","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
16,501344,172078595,1070,2018-01-01,2018-12-31,471125.516769336,227.11569675473,213.709555695843,241.142507440926,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,12,5,"40;59","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
16,480301,163519942,953,2019-01-01,2019-12-31,447693.201916496,212.86899062134,199.566844087491,226.824687912442,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,12,5,"40;59","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
18,563603,188510265,5,2017-01-01,2017-12-31,516112.977412731,0.968780135129511,0.314560272879969,2.26080966570845,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,11,5,"40;59","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
18,516955,177031777,NA,2018-01-01,2018-12-31,484686.590006845,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,11,5,"40;59","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
18,494804,168191897,NA,2019-01-01,2019-12-31,460484.317590691,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,11,5,"40;59","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
20,528654,171451375,NA,2017-01-01,2017-12-31,469408.281998631,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,8,5,"20;39","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
20,482660,160008322,NA,2018-01-01,2018-12-31,438078.910335387,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,8,5,"20;39","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
20,458315,150862904,NA,2019-01-01,2019-12-31,413040.120465435,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,8,5,"20;39","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
22,892387,289089980,NA,2017-01-01,2017-12-31,791485.229295003,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,4,5,"0;19","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
22,811486,269202535,NA,2018-01-01,2018-12-31,737036.372347707,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,4,5,"0;19","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
22,768446,253618923,NA,2019-01-01,2019-12-31,694370.767967146,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,4,5,"0;19","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
24,366459,123163521,12,2017-01-01,2017-12-31,337203.342915811,3.55868358131788,1.83882373617817,6.21630404577881,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,14,5,"60;79","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
24,343749,118578548,10,2018-01-01,2018-12-31,324650.370978782,3.08023673894202,1.47709324393344,5.66466503228475,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,14,5,"60;79","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
24,336719,115157315,11,2019-01-01,2019-12-31,315283.545516769,3.48892295726068,1.74165776975024,6.24264691043165,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,14,5,"60;79","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
26,366459,123102864,507,2017-01-01,2017-12-31,337037.273100616,150.428466067207,137.61766011974,164.110850962393,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,14,5,"60;79","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
26,343647,118472802,492,2018-01-01,2018-12-31,324360.854209446,151.682915374957,138.574261915242,165.697410438218,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,14,5,"60;79","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
26,336631,115046730,540,2019-01-01,2019-12-31,314980.780287474,171.439031774306,157.282287630282,186.52796383234,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,14,5,"60;79","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
28,2036274,667736891,861,2017-01-01,2017-12-31,1828163.97262149,47.0964318788851,44.0027322927108,50.3502669434075,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,3,5,"0;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
28,1866815,627463252,840,2018-01-01,2018-12-31,1717900.75838467,48.8968874307877,45.6457014074925,52.3185111124603,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,3,5,"0;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
28,1786714,596171633,801,2019-01-01,2019-12-31,1632228.97467488,49.0739971185445,45.7339236204416,52.5935034576749,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,3,5,"0;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
30,82216,26276025,202,2017-01-01,2017-12-31,71939.8357289528,280.790188013598,243.401418001486,322.297021382058,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,17,5,"80;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
30,77109,25287354,219,2018-01-01,2018-12-31,69233.0020533881,316.323131316942,275.813018384256,361.108454437748,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,17,5,"80;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
30,75627,24694674,211,2019-01-01,2019-12-31,67610.3326488706,312.082475759753,271.391262492907,357.153306125062,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,17,5,"80;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
32,754610,253885974,1059,2017-01-01,2017-12-31,695101.9137577,152.351760085809,143.31289484434,161.811324325584,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,13,5,"60;79","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
32,706162,243919828,1032,2018-01-01,2018-12-31,667816.093086927,154.533562560564,145.247933153071,164.257138082819,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,13,5,"60;79","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
32,690783,236571868,1046,2019-01-01,2019-12-31,647698.475017112,161.494899300537,151.855135831306,171.586180223132,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,13,5,"60;79","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
34,1111226,372201173,180,2017-01-01,2017-12-31,1019031.27446954,17.663834713385,15.1775420929124,20.4412398442059,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,10,5,"40;59","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
34,1018303,349461806,164,2018-01-01,2018-12-31,956774.280629706,17.1409289860993,14.6179057440978,19.9743623439466,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,10,5,"40;59","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
34,975116,332007195,171,2019-01-01,2019-12-31,908986.160164271,18.8121676098013,16.098158614597,21.852736037983,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,10,5,"40;59","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
36,537437,171658896,NA,2017-01-01,2017-12-31,469976.443531828,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,9,5,"20;39","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
36,489657,159965149,NA,2018-01-01,2018-12-31,437960.709103354,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,9,5,"20;39","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
36,463881,150324398,NA,2019-01-01,2019-12-31,411565.771389459,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,9,5,"20;39","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
38,1066091,343110098,NA,2017-01-01,2017-12-31,939384.251882272,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
38,972317,319973400,6,2018-01-01,2018-12-31,876039.425051335,0.684900682369222,0.251346479453459,1.49074044490103,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
38,922196,301186507,NA,2019-01-01,2019-12-31,824603.715263518,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
40,4032887,1324830042,1656,2017-01-01,2017-12-31,3627186.97330595,45.655214693569,43.4825282966515,47.9083574619727,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
40,3701719,1245908954,1631,2018-01-01,2018-12-31,3411112.81040383,47.8143084281903,45.5217125049794,50.192462517721,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
40,3544617,1184756760,1629,2019-01-01,2019-12-31,3243687.22792608,50.2206250336145,47.8111915994076,52.7200332450145,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
42,455681,147762142,NA,2017-01-01,2017-12-31,404550.696783025,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
42,414551,137662114,NA,2018-01-01,2018-12-31,376898.327173169,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
42,392550,129805549,NA,2019-01-01,2019-12-31,355388.224503765,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
44,126357,40265697,210,2017-01-01,2017-12-31,110241.470225873,190.490928295616,165.596582098175,218.071405839034,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
44,116342,38063020,210,2018-01-01,2018-12-31,104210.869267625,201.514488340652,175.179525928335,230.691026405119,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
44,112449,36676952,199,2019-01-01,2019-12-31,100416.021902806,198.175546321297,171.59641474302,227.705436493339,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
46,2036274,667318942,2984,2017-01-01,2017-12-31,1827019.69062286,163.326099620892,157.51802226417,169.293573131028,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,3,5,"0;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
46,1866837,626676148,2814,2018-01-01,2018-12-31,1715745.78507871,164.01031111208,158.005917459001,170.184469437434,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,3,5,"0;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
46,1786709,595467152,2623,2019-01-01,2019-12-31,1630300.21081451,160.890612820907,154.79176517399,167.168162975254,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,3,5,"0;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
48,1996613,657093151,795,2017-01-01,2017-12-31,1799023.00068446,44.1906523539461,41.1718205280835,47.3722883171778,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,2,5,"0;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
48,1834904,618445702,791,2018-01-01,2018-12-31,1693212.05201916,46.7159443530258,43.5166839269983,50.0881878807688,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,2,5,"0;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
48,1757903,588585127,828,2019-01-01,2019-12-31,1611458.2532512,51.3820322884238,47.9413662359463,55.0044090036351,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,2,5,"0;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
50,208573,66541722,412,2017-01-01,2017-12-31,182181.305954825,226.148340435193,204.835797767084,249.075887800224,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,16,5,"80;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
50,193451,63350374,429,2018-01-01,2018-12-31,173443.871321013,247.342265098545,224.487551987236,271.892791711126,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,16,5,"80;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
50,188076,61371626,410,2019-01-01,2019-12-31,168026.354551677,244.009340733452,220.958926467918,268.81088059986,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,16,5,"80;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
52,388151,130783110,552,2017-01-01,2017-12-31,358064.640657084,154.162108547503,141.568186674343,167.575926443959,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,15,5,"60;79","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
52,362515,125447026,540,2018-01-01,2018-12-31,343455.238877481,157.225728093387,144.242661271089,171.063698970983,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,15,5,"60;79","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
52,354152,121525138,506,2019-01-01,2019-12-31,332717.694729637,152.080880582913,139.116845176156,165.92782314434,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,15,5,"60;79","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
54,436706,141327838,NA,2017-01-01,2017-12-31,386934.532511978,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,6,5,"0;19","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
54,396935,131540421,NA,2018-01-01,2018-12-31,360138.045174538,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,6,5,"0;19","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
54,375896,123813374,NA,2019-01-01,2019-12-31,338982.543463381,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,6,5,"0;19","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
56,547623,183700255,97,2017-01-01,2017-12-31,502943.887748118,19.286445737378,15.6400082574672,23.5278282160328,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,12,5,"40;59","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
56,501366,172446625,86,2018-01-01,2018-12-31,472133.127994524,18.2152013702791,14.5698099043302,22.4956255099259,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,12,5,"40;59","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
56,480336,163831130,95,2019-01-01,2019-12-31,448545.188227242,21.1795829034445,17.1355473385194,25.890941798426,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,12,5,"40;59","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
58,563603,188500918,83,2017-01-01,2017-12-31,516087.386721424,16.0825476722612,12.8096594489119,19.9367375457298,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,11,5,"40;59","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
58,516937,177015181,78,2018-01-01,2018-12-31,484641.152635181,16.0943823230619,12.7219413518175,20.0865175236468,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,11,5,"40;59","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
58,494780,168176065,76,2019-01-01,2019-12-31,460440.971937029,16.5059159875099,13.0047844405651,20.6596151865349,"FALSE","FALSE",3,NA,0,TRUE,"years",TRUE,11,5,"40;59","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
60,528654,171451202,NA,2017-01-01,2017-12-31,469407.808350445,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,8,5,"20;39","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
60,482660,160008251,NA,2018-01-01,2018-12-31,438078.715947981,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,8,5,"20;39","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
60,458315,150862109,NA,2019-01-01,2019-12-31,413037.943874059,NA,NA,NA,"FALSE","TRUE",3,NA,0,TRUE,"years",TRUE,8,5,"20;39","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
62,892387,289090278,NA,2017-01-01,2017-12-31,791486.045174538,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"years",TRUE,4,5,"0;19","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
62,811486,269202602,NA,2018-01-01,2018-12-31,737036.55578371,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"years",TRUE,4,5,"0;19","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
62,768446,253618810,NA,2019-01-01,2019-12-31,694370.458590007,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"years",TRUE,4,5,"0;19","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
64,366459,122867082,1715,2017-01-01,2017-12-31,336391.737166324,509.822272819989,485.976307202546,534.535646222369,"FALSE","FALSE",4,NA,0,TRUE,"years",TRUE,14,5,"60;79","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
64,343665,117980865,1809,2018-01-01,2018-12-31,323014.004106776,560.037638306856,534.524596502925,586.453820333695,"FALSE","FALSE",4,NA,0,TRUE,"years",TRUE,14,5,"60;79","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
64,336627,114559312,1658,2019-01-01,2019-12-31,313646.302532512,528.620929567035,503.479377195478,554.692921282747,"FALSE","FALSE",4,NA,0,TRUE,"years",TRUE,14,5,"60;79","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
66,2036274,667841497,NA,2017-01-01,2017-12-31,1828450.36824093,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"years",TRUE,3,5,"0;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
66,1866993,627662075,NA,2018-01-01,2018-12-31,1718445.10609172,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"years",TRUE,3,5,"0;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
66,1786888,596368841,NA,2019-01-01,2019-12-31,1632768.90075291,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"years",TRUE,3,5,"0;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
68,82216,26297537,5,2017-01-01,2017-12-31,71998.7323750856,6.94456670980252,2.25488190772677,16.206302103397,"FALSE","FALSE",1,NA,0,TRUE,"years",TRUE,17,5,"80;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
68,77152,25328860,NA,2018-01-01,2018-12-31,69346.6392881588,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,17,5,"80;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
68,75676,24739726,NA,2019-01-01,2019-12-31,67733.6783025325,NA,NA,NA,"FALSE","TRUE",1,NA,0,TRUE,"years",TRUE,17,5,"80;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
70,82216,26213018,501,2017-01-01,2017-12-31,71767.3319644079,698.089208957168,638.291479880544,761.980447169283,"FALSE","FALSE",4,NA,0,TRUE,"years",TRUE,17,5,"80;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
70,77102,25171141,447,2018-01-01,2018-12-31,68914.8281998631,648.626734878645,589.882973471549,711.637119436525,"FALSE","FALSE",4,NA,0,TRUE,"years",TRUE,17,5,"80;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
70,75620,24590488,436,2019-01-01,2019-12-31,67325.0869267625,647.60406544189,588.23537688639,711.340975255424,"FALSE","FALSE",4,NA,0,TRUE,"years",TRUE,17,5,"80;150","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
72,754610,253718573,1715,2017-01-01,2017-12-31,694643.594798084,246.889197977635,235.341426057573,258.857025324381,"FALSE","FALSE",4,NA,0,TRUE,"years",TRUE,13,5,"60;79","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
72,706280,243561387,1809,2018-01-01,2018-12-31,666834.735112936,271.281609182165,258.923120105204,284.077578378727,"FALSE","FALSE",4,NA,0,TRUE,"years",TRUE,13,5,"60;79","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
72,690883,236216355,1658,2019-01-01,2019-12-31,646725.133470226,256.368573632423,244.175518912323,269.01286929697,"FALSE","FALSE",4,NA,0,TRUE,"years",TRUE,13,5,"60;79","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
74,1111226,372175246,272,2017-01-01,2017-12-31,1018960.29021218,26.693876357376,23.6155196097869,30.062056970602,"FALSE","FALSE",4,NA,0,TRUE,"years",TRUE,10,5,"40;59","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
