"analysis_id","n_persons","person_days","n_events","incidence_start_date","incidence_end_date","person_years","incidence_100000_pys","incidence_100000_pys_95CI_lower","incidence_100000_pys_95CI_upper","cohort_obscured","result_obscured","outcome_cohort_id","outcome_cohort_name","analysis_outcome_washout","analysis_repeated_events","analysis_interval","analysis_complete_database_intervals","denominator_cohort_id","analysis_min_cell_count","denominator_age_group","denominator_sex","denominator_days_prior_history","denominator_start_date","denominator_end_date","denominator_strata_cohort_definition_id","denominator_strata_cohort_name","database_name"
77,828001,25428398,NA,2019-08-01,2019-08-31,69619.1594798084,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
77,825488,24541612,NA,2019-09-01,2019-09-30,67191.2717316906,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
77,822131,25133814,NA,2019-10-01,2019-10-31,68812.6324435318,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
77,804639,23935292,NA,2019-11-01,2019-11-30,65531.2580424367,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
77,794017,24365051,NA,2019-12-01,2019-12-31,66707.8740588638,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
77,778663,23847177,NA,2020-01-01,2020-01-31,65290.0123203285,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
77,774530,22245255,NA,2020-02-01,2020-02-29,60904.1889117043,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
77,773178,23699817,NA,2020-03-01,2020-03-31,64886.5626283368,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
77,773711,23029532,NA,2020-04-01,2020-04-30,63051.4223134839,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
77,779133,23287646,NA,2020-05-01,2020-05-31,63758.0999315537,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,7,5,"20;39","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3794605,116391553,208,2017-01-01,2017-01-31,318662.704996578,65.27277799962,56.7031320164615,74.7717916187695,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3768453,104279271,192,2017-02-01,2017-02-28,285501.084188912,67.2501824451765,58.0737329769051,77.4648981566145,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3734827,114942793,233,2017-03-01,2017-03-31,314696.216290212,74.039657275424,64.8373109550884,84.1819188500097,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3724668,111202427,187,2017-04-01,2017-04-30,304455.65229295,61.4210965017877,52.9329129123583,70.8832082412344,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3730350,114165255,230,2017-05-01,2017-05-31,312567.433264887,73.5841215438095,64.3809425982888,83.7337479685322,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3665117,108969804,213,2017-06-01,2017-06-30,298343.063655031,71.3943194758798,62.1277630242675,81.6532780807582,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3633851,112068850,188,2017-07-01,2017-07-31,306827.789185489,61.2721554651449,52.8262601145429,70.68438858629,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3635669,111183466,223,2017-08-01,2017-08-31,304403.739904175,73.2579698495818,63.9577714606804,83.5303219364337,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3599583,107075622,216,2017-09-01,2017-09-30,293157.075975359,73.6806366625636,64.1816528250449,84.1894221492973,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3575484,110250891,230,2017-10-01,2017-10-31,301850.488706366,76.1966631181239,66.6667331411771,86.7066433860676,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3565155,105893098,211,2017-11-01,2017-11-30,289919.501711157,72.7788226575447,63.2894766541891,83.2895120584783,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3523753,108177716,157,2017-12-01,2017-12-31,296174.444900753,53.0092999929856,45.0417477432618,61.9801695321125,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3505360,108076827,205,2018-01-01,2018-01-31,295898.22587269,69.2805776024494,60.1208082944104,79.4413778184652,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3502412,97538339,186,2018-02-01,2018-02-28,267045.418206708,69.651073307697,60.0006686089049,80.4119135628447,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3496707,107736160,197,2018-03-01,2018-03-31,294965.53045859,66.7874648585953,57.7862912369723,76.793290899296,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3496954,104388778,187,2018-04-01,2018-04-30,285800.898015058,65.4301652999521,56.3879422367975,75.5098866084214,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3500600,107670610,243,2018-05-01,2018-05-31,294786.064339494,82.4326619864046,72.3932049467016,93.4750733634254,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3465976,103012043,230,2018-06-01,2018-06-30,282031.603011636,81.5511444618179,71.3515285671405,92.7996806056279,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3423724,105401209,239,2018-07-01,2018-07-31,288572.783025325,82.8213934434092,72.6533082712985,94.014205566843,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3409904,104860380,247,2018-08-01,2018-08-31,287092.073921971,86.0351164090765,75.6393427140866,97.4605488286066,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3387723,101085296,193,2018-09-01,2018-09-30,276756.457221081,69.7364036011726,60.2444750327319,80.2993395396481,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3380284,103337742,215,2018-10-01,2018-10-31,282923.318275154,75.9923223404669,66.1733505003175,86.857675445904,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3333037,99527735,208,2018-11-01,2018-11-30,272492.087611225,76.3324916416514,66.3108187417304,87.4410027225172,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3331790,102803782,181,2018-12-01,2018-12-31,281461.415468857,64.3072158570976,55.2796640875296,74.3886705855722,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3334480,102844854,233,2019-01-01,2019-01-31,281573.864476386,82.7491572889004,72.4643122327478,94.0844825616599,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3337377,92842234,222,2019-02-01,2019-02-28,254188.183436003,87.3368686927546,76.2252471009292,99.6127524230949,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3346554,103011605,202,2019-03-01,2019-03-31,282030.403832991,71.6234835871162,62.086419723705,82.2109760474122,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3340652,99699479,206,2019-04-01,2019-04-30,272962.29705681,75.4682980840853,65.5138156162709,86.5078644675878,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3343167,102048191,211,2019-05-01,2019-05-31,279392.720054757,75.5209369659478,65.6740574040235,86.4276414540324,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3305311,98637997,172,2019-06-01,2019-06-30,270056.117727584,63.6904660584298,54.5276172269121,73.9524076074321,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3297883,101124962,184,2019-07-01,2019-07-31,276865.056810404,66.4583686073474,57.2023072559565,76.7856188631441,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3240770,99770603,166,2019-08-01,2019-08-31,273157.023956194,60.7709066366974,51.8777445181342,70.7511625736873,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3230818,96254973,174,2019-09-01,2019-09-30,263531.753593429,66.0261989788309,56.5799299226283,76.5986119238749,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3217618,98564481,200,2019-10-01,2019-10-31,269854.841889117,74.1139193945535,64.1978040744741,85.1279821615513,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3148345,93859679,179,2019-11-01,2019-11-30,256973.796030116,69.6569077335114,59.8259751714711,80.6423262958189,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3110773,95642902,196,2019-12-01,2019-12-31,261855.994524298,74.850300966401,64.7377119599564,86.0946388439964,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3101726,95176540,216,2020-01-01,2020-01-31,260579.16495551,82.8922757645949,72.2057178925578,94.7148818653902,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3082983,88749598,184,2020-02-01,2020-02-29,242983.156741958,75.7254134266614,65.1786743594143,87.4927094281816,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3072382,94447205,196,2020-03-01,2020-03-31,258582.354551677,75.7979021189669,65.557288229867,87.1845927646217,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3063449,91357309,122,2020-04-01,2020-04-30,250122.680355921,48.7760645401672,40.5055735918543,58.2386889683029,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
79,3074103,92224452,54,2020-05-01,2020-05-31,252496.788501027,21.386410623508,16.0661298756993,27.9046267526782,"FALSE","FALSE",4,NA,0,TRUE,"months",TRUE,1,5,"0;150","Both",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,414742,12699391,NA,2017-01-01,2017-01-31,34769.0376454483,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,413418,11424329,NA,2017-02-01,2017-02-28,31278.1081451061,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,411806,12659754,NA,2017-03-01,2017-03-31,34660.5174537988,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,412795,12309180,NA,2017-04-01,2017-04-30,33700.6981519507,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,415223,12689683,NA,2017-05-01,2017-05-31,34742.4585900068,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,409217,12158556,NA,2017-06-01,2017-06-30,33288.3121149897,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,407446,12549517,NA,2017-07-01,2017-07-31,34358.7049965777,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,409386,12503104,NA,2017-08-01,2017-08-31,34231.6331279945,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,406589,12068913,NA,2017-09-01,2017-09-30,33042.8829568788,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,404201,12441634,NA,2017-10-01,2017-10-31,34063.3374401095,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,403935,11983656,NA,2017-11-01,2017-11-30,32809.4620123203,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,400532,12274723,NA,2017-12-01,2017-12-31,33606.3600273785,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,380488,11721675,NA,2018-01-01,2018-01-31,32092.1971252567,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,381899,10624789,NA,2018-02-01,2018-02-28,29089.0869267625,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,382912,11782636,NA,2018-03-01,2018-03-31,32259.099247091,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,384535,11467879,NA,2018-04-01,2018-04-30,31397.3415468857,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,386522,11868246,NA,2018-05-01,2018-05-31,32493.4866529774,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,382998,11369732,NA,2018-06-01,2018-06-30,31128.629705681,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,379382,11668919,NA,2018-07-01,2018-07-31,31947.7590691307,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,379480,11657173,NA,2018-08-01,2018-08-31,31915.6002737851,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,378204,11269203,NA,2018-09-01,2018-09-30,30853.3963039014,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,378139,11533501,NA,2018-10-01,2018-10-31,31577.0047912389,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,373454,11143386,NA,2018-11-01,2018-11-30,30508.9281314168,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,374768,11555042,NA,2018-12-01,2018-12-31,31635.9808350445,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,358502,11048895,NA,2019-01-01,2019-01-31,30250.2258726899,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,360232,10016894,NA,2019-02-01,2019-02-28,27424.7611225188,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,362994,11160738,NA,2019-03-01,2019-03-31,30556.4353182752,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,364058,10852607,NA,2019-04-01,2019-04-30,29712.8186173854,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,365691,11149372,NA,2019-05-01,2019-05-31,30525.3169062286,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,362629,10817577,NA,2019-06-01,2019-06-30,29616.9117043121,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,363539,11130892,NA,2019-07-01,2019-07-31,30474.7214236824,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,357988,11010675,NA,2019-08-01,2019-08-31,30145.5852156057,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,358007,10652555,NA,2019-09-01,2019-09-30,29165.106091718,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,357254,10919276,NA,2019-10-01,2019-10-31,29895.3483915127,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,349748,10416479,NA,2019-11-01,2019-11-30,28518.765229295,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,346124,10629589,NA,2019-12-01,2019-12-31,29102.2286105407,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,330047,10120334,NA,2020-01-01,2020-01-31,27707.9644079398,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,329331,9471437,NA,2020-02-01,2020-02-29,25931.3812457221,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,329775,10126724,NA,2020-03-01,2020-03-31,27725.4592744695,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,330246,9844205,NA,2020-04-01,2020-04-30,26951.9644079398,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
81,332879,9968349,NA,2020-05-01,2020-05-31,27291.8521560575,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,5,5,"0;19","Male",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,121802,3723790,NA,2017-01-01,2017-01-31,10195.1813826146,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,119535,3300730,NA,2017-02-01,2017-02-28,9036.90622861054,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,117250,3601630,NA,2017-03-01,2017-03-31,9860.72553045859,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,115851,3452695,NA,2017-04-01,2017-04-30,9452.96372347707,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,115115,3506974,NA,2017-05-01,2017-05-31,9601.57152635181,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,111762,3311583,NA,2017-06-01,2017-06-30,9066.62012320329,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,109690,3379025,NA,2017-07-01,2017-07-31,9251.26625598905,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,109041,3326437,NA,2017-08-01,2017-08-31,9107.28815879535,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,107038,3184275,NA,2017-09-01,2017-09-30,8718.06981519507,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,105898,3261071,NA,2017-10-01,2017-10-31,8928.32580424367,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,104788,3103300,NA,2017-11-01,2017-11-30,8496.37234770705,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,102502,3137941,NA,2017-12-01,2017-12-31,8591.21423682409,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,112484,3455459,NA,2018-01-01,2018-01-31,9460.5311430527,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,111024,3084726,NA,2018-02-01,2018-02-28,8445.51950718686,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,109717,3374841,NA,2018-03-01,2018-03-31,9239.81108829569,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,108659,3237778,NA,2018-04-01,2018-04-30,8864.553045859,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,107885,3313641,NA,2018-05-01,2018-05-31,9072.2546201232,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,106245,3153745,NA,2018-06-01,2018-06-30,8634.48323066393,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
83,104369,3207809,NA,2018-07-01,2018-07-31,8782.50239561944,NA,NA,NA,"FALSE","TRUE",4,NA,0,TRUE,"months",TRUE,18,5,"80;150","Female",180,2017-01-01,2020-06-29,NA,NA,"cdmgold202007"
